id_municipio,ano,sigla_uf,regiao,prob_atingir_meta,prob_risco,atingiu_observado
3140902,2024,MG,Sudeste,0.00548897060697721,0.9945110293930228,0
3536109,2024,SP,Sudeste,0.005490378862850327,0.9945096211371497,0
3172202,2024,MG,Sudeste,0.005511593318181023,0.9944884066818189,1
3522158,2024,SP,Sudeste,0.00554776302525577,0.9944522369747443,0
2901007,2024,BA,Nordeste,0.005556112021679126,0.9944438879783208,0
3524303,2024,SP,Sudeste,0.0055580439071975995,0.9944419560928024,0
3517604,2024,SP,Sudeste,0.005566786230643094,0.9944332137693569,0
1101708,2024,RO,Norte,0.005584216554090781,0.9944157834459092,0
3503901,2024,SP,Sudeste,0.005656981561483713,0.9943430184385162,1
2210938,2024,PI,Nordeste,0.005659416032260275,0.9943405839677397,1
1100155,2024,RO,Norte,0.0056949516269816204,0.9943050483730184,0
2400406,2024,RN,Nordeste,0.005715393948689318,0.9942846060513106,0
4311007,2024,RS,Sul,0.005722689697856812,0.9942773103021432,0
3535606,2024,SP,Sudeste,0.005745880785452474,0.9942541192145475,0
3513108,2024,SP,Sudeste,0.0057478891895059465,0.994252110810494,1
2703403,2024,AL,Nordeste,0.005763360315162739,0.9942366396848372,1
4314050,2024,RS,Sul,0.005772446622759946,0.99422755337724,0
2611200,2024,PE,Nordeste,0.005773185848251171,0.9942268141517489,0
1706100,2024,TO,Norte,0.005784534517803036,0.994215465482197,1
4304630,2024,RS,Sul,0.005791840792667294,0.9942081592073327,0
2926657,2024,BA,Nordeste,0.005798701478511043,0.994201298521489,0
2606804,2024,PE,Nordeste,0.005812983325113724,0.9941870166748863,0
2107357,2024,MA,Nordeste,0.005832056699104408,0.9941679433008956,0
3300951,2024,RJ,Sudeste,0.00583900506901373,0.9941609949309863,1
3110202,2024,MG,Sudeste,0.005854395827003734,0.9941456041729962,1
3534609,2024,SP,Sudeste,0.005895423902546925,0.9941045760974531,0
2909000,2024,BA,Nordeste,0.0058965155410454495,0.9941034844589546,0
3535309,2024,SP,Sudeste,0.005906905891962904,0.9940930941080371,1
2606705,2024,PE,Nordeste,0.005924053959674433,0.9940759460403256,1
2603108,2024,PE,Nordeste,0.005929958572803096,0.9940700414271969,0
4321352,2024,RS,Sul,0.0059325263514765775,0.9940674736485234,0
2600906,2024,PE,Nordeste,0.005955925068891897,0.9940440749311081,0
2414159,2024,RN,Nordeste,0.00596434131392766,0.9940356586860724,0
1505007,2024,PA,Norte,0.005978138182462992,0.994021861817537,0
1500206,2024,PA,Norte,0.005984602769351385,0.9940153972306486,0
3171907,2024,MG,Sudeste,0.006036131045602747,0.9939638689543973,0
2803005,2024,SE,Nordeste,0.0060397984958649245,0.9939602015041351,0
1506005,2024,PA,Norte,0.0060619447348345176,0.9939380552651654,0
1500909,2024,PA,Norte,0.006071872373557987,0.993928127626442,0
3124203,2024,MG,Sudeste,0.006077123802926142,0.9939228761970739,0
2111003,2024,MA,Nordeste,0.006083480141339478,0.9939165198586605,1
4318705,2024,RS,Sul,0.006095693584042072,0.993904306415958,0
3500402,2024,SP,Sudeste,0.006118492318953366,0.9938815076810467,0
3505500,2024,SP,Sudeste,0.006136847164949363,0.9938631528350507,0
4311270,2024,RS,Sul,0.0061681606560335675,0.9938318393439665,0
2514107,2024,PB,Nordeste,0.006169745203310659,0.9938302547966893,0
3123700,2024,MG,Sudeste,0.0061944966219376375,0.9938055033780624,0
3508801,2024,SP,Sudeste,0.006198356693195033,0.993801643306805,0
3511300,2024,SP,Sudeste,0.006202655712327408,0.9937973442876726,0
1506112,2024,PA,Norte,0.006211628066438669,0.9937883719335613,0
3157203,2024,MG,Sudeste,0.006220706743667465,0.9937792932563325,0
3112059,2024,MG,Sudeste,0.006248640469569302,0.9937513595304307,0
4302584,2024,RS,Sul,0.00626254474959359,0.9937374552504064,0
3138401,2024,MG,Sudeste,0.0062684183997295355,0.9937315816002704,0
3550100,2024,SP,Sudeste,0.006272403092913743,0.9937275969070862,0
3303906,2024,RJ,Sudeste,0.006283249300597641,0.9937167506994024,0
1501402,2024,PA,Norte,0.006324762942183574,0.9936752370578165,0
2803302,2024,SE,Nordeste,0.0063435510192394,0.9936564489807606,1
3513603,2024,SP,Sudeste,0.006351586996898876,0.9936484130031011,0
3502200,2024,SP,Sudeste,0.0063557923113227175,0.9936442076886772,1
1508100,2024,PA,Norte,0.0063779839270989335,0.993622016072901,0
1100056,2024,RO,Norte,0.006378986409802331,0.9936210135901977,1
2103703,2024,MA,Nordeste,0.0063909332558951,0.9936090667441049,0
2601003,2024,PE,Nordeste,0.006397278754877765,0.9936027212451223,0
5000252,2024,MS,Centro-Oeste,0.006410336089769201,0.9935896639102308,0
3119401,2024,MG,Sudeste,0.006416121751960493,0.9935838782480395,1
